AVAR;RUSSIAN;ENGLISH
рекIее бокьулеб;СИМПАТИЧНЫЙ;
цIалеб;СИМПАТИЧНЫЙ;
вокьарав чи;СИМПАТИЯ;
ракI жинде цIай;СИМПАТИЯ;
рекIее бокьи;СИМПАТИЯ;
рекIелъ восарав чи;СИМПАТИЯ;
симпозиум халкъазда гьоркьосеб данделъи;СИМПОЗИУМ;
гIаламат къватIибе загьирлъи;СИМПТОМ;
къватIисеб гIаламат;СИМПТОМ;
загьираб гIаламатлъунбугеб;СИМПТОМАТИЧЕСКИЙ;
унтул загьирал гIаламатал тIатинарулеб;СИМПТОМАТИЧЕСКИЙ;
загьирияб;СИМПТОМАТИЧНЫЙ;
симптомлъун бугеб;СИМПТОМАТИЧНЫЙ;
тIатараб гIаламатлъун бугеб;СИМПТОМАТИЧНЫЙ;
хIазе;СИМУЛИРОВАТЬ;
ххвел гьабизе;СИМУЛИРОВАТЬ;
ххвел гьабулев чи;СИМУЛЯНТ;
ххвелчи;СИМУЛЯНТ;
ххвел гьабулей гIадан;СИМУЛЯНТКА;
ххвелчIужу;СИМУЛЯНТКА;
гуккизелъун ххвел гьаби;СИМУЛЯЦИЯ;
ххвел гьаби;СИМУЛЯЦИЯ;
симфониялъул;СИМФОНИЧЕСКИЙ;
жугьутIазул мажгит;СИНАГОГА;
синагога;СИНАГОГА;
хъахIилкьер;СИНЕВА;
хъахIиллъи;СИНЕВА;
хъахIиллъизе;СИНЕТЬ;
хъахIиллъун бихьизе;СИНЕТЬ;
хъахIиллъун лъугьине;СИНЕТЬ;
хъахIилаб;СИНИЙ;
хъахIибил базе;СИНИТЬ;
хъахIибилалъулъ хулизе;СИНИТЬ;
хъахIил белъине;СИНИТЬ;
хъахIил гьабизе;СИНИТЬ;
лъарахIинчI;СИНИЦА;
синонимикаялъул;СИНОНИМИЧЕСКИЙ;
синонимияб;СИНОНИМИЧЕСКИЙ;
синтаксисалъул;СИНТАКСИЧЕСКИЙ;
синтаксисияб;СИНТАКСИЧЕСКИЙ;
синтез гьабизе;СИНТЕЗИРОВАТЬ;
цолъизабизе;СИНТЕЗИРОВАТЬ;
синтезалда рекъон гьабураб;СИНТЕТИЧЕСКИЙ;
синтезалъул;СИНТЕТИЧЕСКИЙ;
заман данде ккунлъугьунеб;СИНХРОННЫЙ;
цого заманалда;СИНХРОННЫЙ;
хъахIибил;СИНЬКА;
хъахIиллъараб бакI;СИНЯК;
сионизмалъул рахъ кколев чи;СИОНИСТ;
сионист;СИОНИСТ;
сионистазул;СИОНИСТСКИЙ;
сионистияб;СИОНИСТСКИЙ;
гьаракь хъиризе;СИПЕТЬ;
хъирараб гьаракь гьабизе;СИПЕТЬ;
хъирараб гьаракьалъ кIалъазе;СИПЕТЬ;
хъирхъидизе;СИПНУТЬ;
хъирхъирун лъугьине;СИПНУТЬ;
сиреналъул;СИРЕНЕВЫЙ;
сиреналъул кьераб;СИРЕНЕВЫЙ;
хъахIилсияб;СИРЕНЕВЫЙ;
сирень;СИРЕНЬ;
бесдал лъимер;СИРОТА;
ятим;СИРОТА;
бесдаллъизе;СИРОТЕТЬ;
ятимлъизе;СИРОТЕТЬ;
рехун тараб;СИРОТЛИВЫЙ;
ялгъузаб;СИРОТЛИВЫЙ;
ятимаб;СИРОТЛИВЫЙ;
бесдалазул;СИРОТСКИЙ;
ятимзабазул;СИРОТСКИЙ;
бесдаллъи;СИРОТСТВО;
ятимлъи;СИРОТСТВО;
система;СИСТЕМА;
системаялде ккезаби;СИСТЕМАТИЗАЦИЯ;
системаялдебачин;СИСТЕМАТИЗАЦИЯ;
системаялде бачине;СИСТЕМАТИЗИРОВАТЬ;
системаялдеккезабизе;СИСТЕМАТИЗИРОВАТЬ;
системаялда лъей;СИСТЕМАТИКА;
системаялде ккезаби;СИСТЕМАТИКА;
нахъаса къотIичIого;СИСТЕМАТИЧЕСКИ;
системаялда рекъон;СИСТЕМАТИЧЕСКИ;
даимаб;СИСТЕМАТИЧЕСКИЙ;
нахъаса къотIичIеб;СИСТЕМАТИЧЕСКИЙ;
система бугеб;СИСТЕМАТИЧЕСКИЙ;
системаялъулаб;СИСТЕМАТИЧЕСКИЙ;
кIаланчIад;СИТЕЦ;
гьитIинаб цIалкIу;СИТЕЧКО;
цIалкIараб;СИТНЫЙ;
цIалкIараб ханждал гьабураб;СИТНЫЙ;
цIалкIу;СИТО;
ситуация;СИТУАЦИЯ;
кIаланчIадил;СИТЦЕВЫЙ;
читалъул;СИТЦЕВЫЙ;
беразул кунчIи;СИЯНИЕ;
канлъи;СИЯНИЕ;
кунчIи;СИЯНИЕ;
революциялда цебесеб Россиялда графасда;СИЯТЕЛЬСТВО;
гвангъизе;СИЯТЬ;
канлъи кьезе;СИЯТЬ;
кенчIезе;СИЯТЬ;
кунчIизе;СИЯТЬ;
нур речIчIизабизе;СИЯТЬ;
къабихIаб;СКАБРЁЗНЫЙ;
нахъегIанаб;СКАБРЁЗНЫЙ;
рекъечIеб;СКАБРЁЗНЫЙ;
санагIалъи гьечIеб;СКАБРЁЗНЫЙ;
сурараб;СКАБРЁЗНЫЙ;
бицен;СКАЗАНИЕ;
къиса;СКАЗАНИЕ;
хабар;СКАЗАНИЕ;
абизе;СКАЗАТЬ;
бицине;СКАЗАТЬ;
асар загьирлъизе;СКАЗАТЬСЯ;
букIине;СКАЗАТЬСЯ;
тIатине;СКАЗАТЬСЯ;
къисаби рицунев чи;СКАЗИТЕЛЬ;
маргьаби;СКАЗИТЕЛЬ;
харбал;СКАЗИТЕЛЬ;
къисаби рицунейгIадан;СКАЗИТЕЛЬНИЦА;
маргьаби;СКАЗИТЕЛЬНИЦА;
харбал;СКАЗИТЕЛЬНИЦА;
гьереси;СКАЗКА;
маргьа;СКАЗКА;
ургъунбахъараб жо;СКАЗКА;
маргьаби рицине махшел бугев чи;СКАЗОЧНИК;
маргьаби рицунев чи;СКАЗОЧНИК;
маргьаби рицине махшел бугей гIадан;СКАЗОЧНИЦА;
маргьаби рицуней гIадан;СКАЗОЧНИЦА;
гIорхъолъа араб;СКАЗОЧНЫЙ;
кибго букIунареб гIадаб;СКАЗОЧНЫЙ;
маргьабазулаб;СКАЗОЧНЫЙ;
маргьабазулъ букIунеб;СКАЗОЧНЫЙ;
маргьабазулъ букIунеб гIадаб;СКАЗОЧНЫЙ;
маргьадулаб;СКАЗОЧНЫЙ;
хIисабалдаса араб;СКАЗОЧНЫЙ;
хабар;СКАЗУЕМОЕ;
кIанцIеро;СКАКАЛКА;
кIанцIолеб квар;СКАКАЛКА;
бекеризе;СКАКАТЬ;
бекерун ине;СКАКАТЬ;
кIанцIезе;СКАКАТЬ;
цо ккураб даражаялда чIунгутIизе;СКАКАТЬ;
бекеризе биччалеб;СКАКОВОЙ;
бекеризе гьабулеб;СКАКОВОЙ;
бекеризе тIамулеб;СКАКОВОЙ;
бекерулеб;СКАКОВОЙ;
кьураби ругеб;СКАЛИСТЫЙ;
цаби рихьизаризе;СКАЛИТЬ;
цаби цере лъезаризе;СКАЛИТЬ;
жиризе;СКАЛИТЬСЯ;
цере лъезе;СКАЛИТЬСЯ;
гурдуро;СКАЛКА;
михир;СКАЛКА;
вахине гьунар бугев чи;СКАЛОЛАЗ;
кьурабалъе харизе;СКАЛОЛАЗ;
парсихъан;СКАЛОЛАЗ;
кьурабалъе хари;СКАЛОЛАЗАНИЕ;
ганчIилаб;СКАЛЬНЫЙ;
кьурабазулаб;СКАЛЬНЫЙ;
ботIродаса чукIараб тIом;СКАЛЬП;
скамейка;СКАМЕЙКА;
халабакI;СКАМЕЙКА;
хьонбакI;СКАМЕЙКА;
скамейка;СКАМЬЯ;
гIала-гъважа;СКАНДАЛ;
гъалмагъир;СКАНДАЛ;
вагъизе;СКАНДАЛИСТ;
гIала-гъважачи;СКАНДАЛИСТ;
гъалма-гъир гьабулев чи;СКАНДАЛИСТ;
гъалмагъирчи;СКАНДАЛИСТ;
семизе бокьулев чи;СКАНДАЛИСТ;
гIала-гъважа чIужу;СКАНДАЛИСТКА;
гъалмагъир гьабулей гIадан;СКАНДАЛИСТКА;
гъалмагъирчIужу;СКАНДАЛИСТКА;
семизе бокьулей гIадан;СКАНДАЛИСТКА;
ягъизе;СКАНДАЛИСТКА;
гIала-гъважа гьабизе;СКАНДАЛИТЬ;
гъалмагъир гьабизе;СКАНДАЛИТЬ;
гIадамаздаса нечараб;СКАНДАЛЬНЫЙ;
гIала-гъважа гьабичIого чIоларев;СКАНДАЛЬНЫЙ;
гъалмагъир бокьулев;СКАНДАЛЬНЫЙ;
халкъалда сурараб;СКАНДАЛЬНЫЙ;
скандинавазул;СКАНДИНАВСКИЙ;
бутIаби баянго;СКАНДИРОВАНИЕ;
гьаракь борхун;СКАНДИРОВАНИЕ;
цIали;СКАНДИРОВАНИЕ;
цIалулаго кочIол слогал;СКАНДИРОВАНИЕ;
бутIаби баянго;СКАНДИРОВАТЬ;
гьаракь борхун;СКАНДИРОВАТЬ;
цIализе;СКАНДИРОВАТЬ;
цIалулаго кочIол слогал;СКАНДИРОВАТЬ;
къайи-къоно;СКАРБ;
къайи-матахI;СКАРБ;
къайицIа;СКАРБ;
барахщарав;СКАРЕДНЫЙ;
къарумав;СКАРЕДНЫЙ;
цIакъ бахилав;СКАРЕДНЫЙ;
гIодоберегел;СКАТ;
гъвел;СКАТ;
гьакибер;СКАТ;
лабаллъи;СКАТ;
лабаллъи бугеб бакI;СКАТ;
скат;СКАТ;
скат ччугIа;СКАТ;
бугIизе;СКАТАТЬ;
гирун гургин гьабизе;СКАТАТЬ;
гуризе;СКАТАТЬ;
скатерть;СКАТЕРТЬ;
столалда тIамулеб жо;СКАТЕРТЬ;
гIодобе гиризабизе;СКАТИТЬ;
гIодобе гиризе;СКАТИТЬСЯ;
гебегунине;СКАТИТЬСЯ;
гирун ине;СКАТИТЬСЯ;
нахъе ккезе;СКАТИТЬСЯ;
тIасагъоркье ине;СКАТИТЬСЯ;
цебетIеялдаса чIунхутIиялде ккезе;СКАТИТЬСЯ;
ункъиде кIанцIун бекери;СКАЧКА;
гьабулеб;СКАЧКООБРАЗНЫЙ;
кIанцI-кIанцIун лъугьунеб;СКАЧКООБРАЗНЫЙ;
лъугьунеб;СКАЧКООБРАЗНЫЙ;
хехал хисабигун цебе тIолеб;СКАЧКООБРАЗНЫЙ;
цо хIалалдаса цоги хIалалде хехго хисулеб;СКАЧКООБРАЗНЫЙ;
цокIалго гуреб;СКАЧКООБРАЗНЫЙ;
цокIаллъи гьечIого;СКАЧКООБРАЗНЫЙ;
кIанцIи;СКАЧОК;
цокIаллъигьечIого лъугьараб хиси;СКАЧОК;
къваридаб каратI;СКВАЖИНА;
кьватIел;СКВАЖИНА;
квеш;СКВЕРНО;
лазат бахъун;СКВЕРНО;
хъубго;СКВЕРНО;
хъубаб;СКВЕРНОСЛОВИТЬ;
чорокаб мацI бицине;СКВЕРНОСЛОВИТЬ;
хъубаб;СКВЕРНЫЙ;
цIакъ квешаб;СКВЕРНЫЙ;
чорокаб;СКВЕРНЫЙ;
дагIба-къец лъугIизабизе;СКВИТАТЬСЯ;
цоцазе налъаби рецIун лъугIизаризе;СКВИТАТЬСЯ;
гьоркьосан гьури хьвадизе;СКВОЗИТЬ;
добе-гьанибе хьвадизе;СКВОЗИТЬ;
закройте окно;СКВОЗИТЬ;
битIухъе унеб;СКВОЗНОЙ;
борлъун бачIунеб;СКВОЗНОЙ;
гъорлъе кколеб;СКВОЗНОЙ;
добе-гьанибе хьвадулеб;СКВОЗНОЙ;
речIчIун бачIунеб;СКВОЗНОЙ;
цоцадебагьараб;СКВОЗНОЙ;
добе-гьанибе хьвадулеб гьури;СКВОЗНЯК;
рокъоса рокъобе хьвадулеб гьава;СКВОЗНЯК;
гъорлъан;СКВОЗЬ;
гьоркьосан;СКВОЗЬ;
чIегIерхIинчI;СКВОРЕЦ;
чIигъа;СКВОРЕЦ;
чIегIерхIанчIил рукIун;СКВОРЕЧНИК;
ракьа-кIача;СКЕЛЕТ;
скептицизмалъул рахъ ккурав чи;СКЕПТИК;
щибго жо битIараб букIиналда щакдарулев чи;СКЕПТИК;
божуларебкуцалъул;СКЕПТИЧЕСКИЙ;
васвасдулеб;СКЕПТИЧЕСКИЙ;
скептицизмалъулаб;СКЕПТИЧЕСКИЙ;
щакдариялъул;СКЕПТИЧЕСКИЙ;
дагьлъизаби;СКИДКА;
тIаса рехи;СКИДКА;
гъоркье рехизе;СКИНУТЬ;
тIаса бахъизе;СКИНУТЬ;
тIаса рехизе;СКИНУТЬ;
тIаса рехизе;СКИНУТЬ;
скипидаралъул;СКИПИДАРНЫЙ;
скирда харил гIарахъ;СКИРД;
хIалухъадул гIари;СКИРД;
гIарахъ гьабизе;СКИРДОВАТЬ;
гIари гьабизе;СКИРДОВАТЬ;
гIархъиде буссинабизе;СКИРДОВАТЬ;
гъуни чIвазе;СКИРДОВАТЬ;
бетизе;СКИСНУТЬ;
вечIазе;СКИСНУТЬ;
гIодов чIвазе;СКИСНУТЬ;
дализе;СКИСНУТЬ;
молокоскисло рахь цIекIлъана;СКИСНУТЬ;
цIекIлъизе;СКИСНУТЬ;
чIаголъихвезе;СКИСНУТЬ;
дуниял теркулев чи;СКИТАЛЕЦ;
дуниял тирулев вукIунев чи;СКИТАЛЕЦ;
хьвадулев вукIунев чи;СКИТАЛЕЦ;
дуниял теркулей гIадан;СКИТАЛИЦА;
дуниял тирулей йикIуней гIадан;СКИТАЛИЦА;
хьвадулей йикIуней гIадан;СКИТАЛИЦА;
бакI-бакIалде хьвади;СКИТАНИЕ;
дуниял терки;СКИТАНИЕ;
рахъ-рахъалде гочари;СКИТАНИЕ;
дуниял теркизе;СКИТАТЬСЯ;
дуниял тиризе;СКИТАТЬСЯ;
рахъ-рахъалде хьвадизе;СКИТАТЬСЯ;
тIабигIат;СКЛАД;
хасият;СКЛАД;
жанибе чIвараб бакI;СКЛАДКА;
кIичIвараб;СКЛАДКА;
кIичIвалеб;СКЛАДНОЙ;
сукIизе бегьулеб;СКЛАДНОЙ;
сукIулеб;СКЛАДНОЙ;
берцинаб;СКЛАДНЫЙ;
берцинаб;СКЛАДНЫЙ;
магIна бугеб;СКЛАДНЫЙ;
рекъараб;СКЛАДНЫЙ;
цоцада бухьараб;СКЛАДНЫЙ;
чIурканаб;СКЛАДНЫЙ;
складалъул;СКЛАДСКОЙ;
рукIкIалаби ругеб;СКЛАДЧАТЫЙ;
сукIалаби;СКЛАДЧАТЫЙ;
тIанчахараб;СКЛАДЧАТЫЙ;
данде рекIин;СКЛЕЙКА;
седей;СКЛЕЙКА;
рекIинабизе;СКЛЕИТЬ;
седезе;СКЛЕИТЬ;
рекIине;СКЛЕИТЬСЯ;
рекIине;СКЛЕИТЬСЯ;
седезе;СКЛЕИТЬСЯ;
ракьулъ рукъ гIадин гьабураб хоб;СКЛЕП;
магI бан;СКЛЕПАТЬ;
мицIралтIаде чIвазарун;СКЛЕПАТЬ;
рекIинабизе;СКЛЕПАТЬ;
цоцада рекIинаризе;СКЛЕПАТЬ;
склероз унти бугеб;СКЛЕРОТИЧЕСКИЙ;
склерозалъ унтарав;СКЛЕРОТИЧЕСКИЙ;
склерозалъул;СКЛЕРОТИЧЕСКИЙ;
склерозияб;СКЛЕРОТИЧЕСКИЙ;
гIисинал напсиялмурадазе гIоло багъарулеб дагIба;СКЛОКА;
дагIба-рагIи;СКЛОКА;
къацанди;СКЛОКА;
къец;СКЛОКА;
цоцалъ къеркьей;СКЛОКА;
гъвел;СКЛОН;
хьибил;СКЛОН;
гIодове къули;СКЛОНЕНИЕ;
къули;СКЛОНЕНИЕ;
къулизаби;СКЛОНЕНИЕ;
падежазде свери;СКЛОНЕНИЕ;
гьетIизавизе;СКЛОНИТЬ;
къулизабизе;СКЛОНИТЬ;
тIаделъун щибнигиишалъе мукIур гьавизе;СКЛОНИТЬ;
щибниги иш гьабиялъе рази гьавизе;СКЛОНИТЬ;
гьетIизе;СКЛОНИТЬСЯ;
къулизе;СКЛОНИТЬСЯ;
разилъизе;СКЛОНИТЬСЯ;
рекъезе;СКЛОНИТЬСЯ;
бокьи;СКЛОННОСТЬ;
гъира;СКЛОННОСТЬ;
гьетIи;СКЛОННОСТЬ;
ракIбай;СКЛОННОСТЬ;
у него есть;СКЛОННОСТЬ;
падежазде сверулеб;СКЛОНЯЕМЫЙ;
гIемерракIалде щвезабизе;СКЛОНЯТЬ;
падежазде сверизабизе;СКЛОНЯТЬ;
падежазде сверизе;СКЛОНЯТЬСЯ;
дагIбадухъан;СКЛОЧНИК;
къватIул хабаралда хадув лъугьарав чи;СКЛОЧНИК;
мацIихъан;СКЛОЧНИК;
дагIбадухъан;СКЛОЧНИЦА;
мацIихъан;СКЛОЧНИЦА;
веркъел;СКОБА;
чIалабицоцаца кквезаризе кьабулеб гъанцIа;СКОБА;
скоба;СКОБКА;
скобка;СКОБКА;
хачазе;СКОБЛИТЬ;
хъвагIазе;СКОБЛИТЬ;
махх-кIачалъул;СКОБЯНОЙ;
гIуни;СКОВАННОСТЬ;
ккурав гIадин вукIин;СКОВАННОСТЬ;
ккун чIезабураб;СКОВАННЫЙ;
бацIун гьабизе;СКОВАТЬ;
бацIун рекIинабизе;СКОВАТЬ;
махх барав гIадин;СКОВАТЬ;
маххал разе;СКОВАТЬ;
хIухьдул разе;СКОВАТЬ;
цIороца бацизе;СКОВАТЬ;
чIезавизе;СКОВАТЬ;
зайдан;СКОВОРОДА;
къоно;СКОВОРОДА;
цIоп;СКОВОРОДА;
ялгъав;СКОВОРОДА;
бикIизе;СКОВЫРНУТЬ;
бикIун тIезабизе;СКОВЫРНУТЬ;
бакIаризе;СКОЛОТИТЬ;
бухун цоцалъ гъункизабизе;СКОЛОТИТЬ;
гIуцIизе;СКОЛОТИТЬ;
гьабизе;СКОЛОТИТЬ;
гьабизе;СКОЛОТИТЬ;
дандегьабизе;СКОЛОТИТЬ;
батIа гьабизе;СКОЛОТЬ;
рекIинабизе;СКОЛОТЬ;
рукIкIен чIван данде бачине;СКОЛОТЬ;
тIезабизе;СКОЛОТЬ;
цолъизабизе;СКОЛОТЬ;
кIкIуржин;СКОЛЬЖЕНИЕ;
хъущтIи;СКОЛЬЖЕНИЕ;
хъущтIун ин;СКОЛЬЖЕНИЕ;
кIкIуржун ине;СКОЛЬЗИТЬ;
хъущтIизе;СКОЛЬЗИТЬ;
хъущтIун ине;СКОЛЬЗИТЬ;
кIкIуржунунеб;СКОЛЬЗКИЙ;
кьучI гьечIеб;СКОЛЬЗКИЙ;
хIинкъи бугеб;СКОЛЬЗКИЙ;
хъуштIулеб;СКОЛЬЗКИЙ;
цIвакараб;СКОЛЬЗКИЙ;
чIемегIаб;СКОЛЬЗКИЙ;
щакаб;СКОЛЬЗКИЙ;
хъещтIолеб хIал буго;СКОЛЬЗКО;
вахчизе;СКОЛЬЗНУТЬ;
вихьичIого;СКОЛЬЗНУТЬ;
кивениги щинкIун ине;СКОЛЬЗНУТЬ;
лъурун ине;СКОЛЬЗНУТЬ;
халлъичIого векеризе;СКОЛЬЗНУТЬ;
хехго;СКОЛЬЗНУТЬ;
хъван-хъвачIого ине;СКОЛЬЗНУТЬ;
кIкIуржулеб;СКОЛЬЗЯЩИЙ;
хисулеб;СКОЛЬЗЯЩИЙ;
хъущтIулеб;СКОЛЬЗЯЩИЙ;
хъущтIун унеб;СКОЛЬЗЯЩИЙ;
цо чIараб хIалалда гьечIеб;СКОЛЬЗЯЩИЙ;
кигIан;СКОЛЬКО;
кигIан бугониги;СКОЛЬКО-НИБУДЬ;
цодагьаб;СКОЛЬКО-НИБУДЬ;
цо чаналиго;СКОЛЬКО-ТО;
цо чанго;СКОЛЬКО-ТО;
буюризе;СКОМАНДОВАТЬ;
буюрухъ кьезе;СКОМАНДОВАТЬ;
кьварун лъазабизе;СКОМАНДОВАТЬ;
баха-бачун гьабизе;СКОМКАТЬ;
букIкI-букIкIинабизе;СКОМКАТЬ;
кIвекIун рехизе;СКОМКАТЬ;
тIаса-масаго гьабизе;СКОМКАТЬ;
чIвагIа-рагIан бачине;СКОМКАТЬ;
гIайиб-багьанатIаде бугъизе;СКОМПРОМЕТИРОВАТЬ;
къимат хвараб хIалалде ккезавизе;СКОМПРОМЕТИРОВАТЬ;
санагIат гьечIеб;СКОМПРОМЕТИРОВАТЬ;
шакдари бижизабизе;СКОМПРОМЕТИРОВАТЬ;
гIуцIизе;СКОНСТРУИРОВАТЬ;
конструкция гьабизе;СКОНСТРУИРОВАТЬ;
намуслъизавизе;СКОНФУЗИТЬ;
нечезавизе;СКОНФУЗИТЬ;
намуслъизе;СКОНФУЗИТЬСЯ;
нечезе;СКОНФУЗИТЬСЯ;
цо бакIалда данде гьабизе;СКОНЦЕНТРИРОВАТЬ;
цо бакIалде бакIаризе;СКОНЦЕНТРИРОВАТЬ;
цойиде бакIаризе;СКОНЦЕНТРИРОВАТЬ;
бакIарун данделъизе;СКОНЦЕНТРИРОВАТЬСЯ;
цо бакIалде данделъизе;СКОНЦЕНТРИРОВАТЬСЯ;
цо бакIалде рачIине;СКОНЦЕНТРИРОВАТЬСЯ;
кооперациялде руссине;СКООПЕРИРОВАТЬСЯ;
кооперациялде цолъизе;СКООПЕРИРОВАТЬСЯ;
битIа-бишун ккезабизе;СКООРДИНИРОВАТЬ;
дандбазе;СКООРДИНИРОВАТЬ;
данде ккезабизе;СКООРДИНИРОВАТЬ;
рекъе-решезабизе;СКООРДИНИРОВАТЬ;
цойидеккезабизе;СКООРДИНИРОВАТЬ;
ахтаяв чи;СКОПЕЦ;
сверарав чи;СКОПЕЦ;
тIасан ккун къарумав чи;СКОПИДОМ;
цIакъ бахилгобоцIи данде гьабулев чи;СКОПИДОМ;
цIакъ бахилго боцIи данде гьабулей гIадан;СКОПИДОМКА;
цIакъ къарумай гIадан;СКОПИДОМКА;
тIасан ккараб къарумлъи;СКОПИДОМСТВО;
гIамал хIазе;СКОПИРОВАТЬ;
лъилниги хасият;СКОПИРОВАТЬ;
лъихъегониги гьабизе;СКОПИРОВАТЬ;
опия бахъизе;СКОПИРОВАТЬ;
бакIаризе;СКОПИТЬ;
дагь-дагькун данде гьабизе;СКОПИТЬ;
данде гьабизе;СКОПИТЬ;
нахърателгьабизе;СКОПИТЬ;
бакIарун данделъизе;СКОПИТЬСЯ;
данделъизе;СКОПИТЬСЯ;
данде бакIари;СКОПЛЕНИЕ;
данде гьаби;СКОПЛЕНИЕ;
предметазул кIудияб къадар;СКОПЛЕНИЕ;
цо бакIалде ба-кIари;СКОПЛЕНИЕ;
цобакIалде ракIарарал гIадамазул;СКОПЛЕНИЕ;
гохI бан;СКОПОМ;
руккел гьабун;СКОПОМ;
цадахъ;СКОПОМ;
къваридговукIине;СКОРБЕТЬ;
пашманлъизе;СКОРБЕТЬ;
ургъел ккезе;СКОРБЕТЬ;
къваридаб;СКОРБНЫЙ;
пашманаб;СКОРБНЫЙ;
ургъалилаб;СКОРБНЫЙ;
къварилъи;СКОРБЬ;
пашманлъи;СКОРБЬ;
ургъел;СКОРБЬ;
скорый и скоро;СКОРЕЕ;
гIабул;СКОРЛУПА;
макъар;СКОРЛУПА;
тIад бугеб хъал;СКОРЛУПА;
тIасияб хъал;СКОРЛУПА;
кваназе жо кьезе;СКОРМИТЬ;
цIакал къачIалев чи;СКОРНЯК;
цIоко-къехьалъул устар;СКОРНЯК;
хехго;СКОРО;
дурараб калам;СКОРОГОВОРКА;
хехаб;СКОРОГОВОРКА;
квералъ хъвалеб хехаб бегараб хатI;СКОРОПИСЬ;
хеххъвадари;СКОРОПИСЬ;
хехго холеб;СКОРОПОРТЯЩИЙСЯ;
хехгопасалъулеб;СКОРОПОРТЯЩИЙСЯ;
ккараб;СКОРОПОСТИЖНЫЙ;
ккараб;СКОРОПОСТИЖНЫЙ;
ракIалдагогьечIого;СКОРОПОСТИЖНЫЙ;
хабар гьечIого;СКОРОПОСТИЖНЫЙ;
хекко барщулеб пихъ;СКОРОСПЕЛКА;
цудунгобарщ;СКОРОСПЕЛКА;
гIедегIалихъе гьабураб;СКОРОСПЕЛЫЙ;
тIокIкIинабичIеб;СКОРОСПЕЛЫЙ;
хехго гIурав;СКОРОСПЕЛЫЙ;
цIакъго хех цощинаб ишалъулъ цеве кIанцIарав;СКОРОСПЕЛЫЙ;
цудунго барщулеб;СКОРОСПЕЛЫЙ;
щолелъубе щвечIеб;СКОРОСПЕЛЫЙ;
бищун хехалсамолетал;СКОРОСТНИК;
поездал рачунев чи;СКОРОСТНИК;
цIакъго хех хIалтIулев чи;СКОРОСТНИК;
лъугIел бугеб;СКОРОСТНОЙ;
хехаб;СКОРОСТНОЙ;
цIакъ гIедегIараб;СКОРОСТНОЙ;
цIакъ хехаб;СКОРОСТНОЙ;
хех кьвагьдолеб;СКОРОСТРЕЛЬНЫЙ;
хехлъи;СКОРОСТЬ;
тIагIунеб;СКОРОТЕЧНЫЙ;
хех унеб;СКОРОТЕЧНЫЙ;
векерулев;СКОРОХОД;
лыжаби риччалев спортсмен;СКОРОХОД;
хех вилълъанхъулев чи;СКОРОХОД;
цIакъ хехвилълъунев;СКОРОХОД;
ичIкIал;СКОРПИОН;
гIедегIараб;СКОРЫЙ;
хехаб;СКОРЫЙ;
бецизе;СКОСИТЬ;
гьетIизабизе;СКОСИТЬ;
хъвалисинабизе;СКОСИТЬ;
боцIи;СКОТ;
боцIи;СКОТИНА;
панз;СКОТИНА;
хIайван;СКОТИНА;
хIайванал;СКОТИНА;
боцIухъ балагьулев;СКОТНИК;
боцIухъан;СКОТНИК;
гьелъул тIалаб гьабулевчи;СКОТНИК;
боцIухъ балагьулей гIадан;СКОТНИЦА;
боцIухъан;СКОТНИЦА;
боцIул;СКОТНЫЙ;
хIайваназул;СКОТНЫЙ;
боцIи хъолеб;СКОТОБОЙНЯ;
думур;СКОТОБОЙНЯ;
ччукIулеб бакI;СКОТОБОЙНЯ;
боцIи хьихьиялъул;СКОТОВОД;
гIезабиялъул специалист;СКОТОВОД;
боцIи хьихьун гIезаби;СКОТОВОДСТВО;
боцIухъанлъи;СКОТОВОДСТВО;
боцIи хьихьун гIезабиялъулаб;СКОТОВОДЧЕСКИЙ;
боцIухъанлъиялъулаб;СКОТОВОДЧЕСКИЙ;
адаб-хъатиралдаса бахъараб;СКОТСКИЙ;
нахъегIанаб;СКОТСКИЙ;
панзаб;СКОТСКИЙ;
панзилаб;СКОТСКИЙ;
хIайваназул;СКОТСКИЙ;
хъачIаб;СКОТСКИЙ;
адаб-хъатир гьечIолъи;СКОТСТВО;
бичч-бакъ гьечIолъи;СКОТСТВО;
нахъегIанлъи;СКОТСТВО;
панзлъи;СКОТСТВО;
бахчизабизе;СКРАДЫВАТЬ;
гъоркьго кIкIвазабизе;СКРАДЫВАТЬ;
рагIизе тунгутIизе;СКРАДЫВАТЬ;
берцин гьабизе;СКРАСИТЬ;
гIунгутIаби рахчизаризе;СКРАСИТЬ;
лъикI гьабизе;СКРАСИТЬ;
вархи;СКРЕБОК;
хачалеб бугеб алат;СКРЕБОК;
хъалахъ;СКРЕБОК;
щибниги хъвагIалеб;СКРЕБОК;
цаби къерщезаризе;СКРЕЖЕТАТЬ;
цепь скрежещетрахсил къирщ-къирщи бахъунеб буго;СКРЕЖЕТАТЬ;
мухIкан гьабизе;СКРЕПИТЬ;
тасдикъ гьабизе;СКРЕПИТЬ;
щула гьабизе;СКРЕПИТЬ;
хачазе;СКРЕСТИИ;
хъвагIазе;СКРЕСТИИ;
мышь скребётся гIонкIкIоца хвачибахъинабулеб буго;СКРЕСТИСЬ;
хачалаго;СКРЕСТИСЬ;
хъвагIалаго гьаракь бахъинабизе;СКРЕСТИСЬ;
къецалде вахъине;СКРЕСТИТЬ;
